/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_1.jpeg,가
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_2.jpeg,각
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_3.jpeg,간
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_4.jpeg,갇
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_5.jpeg,갈
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_6.jpeg,갉
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_7.jpeg,갊
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_8.jpeg,감
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_9.jpeg,갑
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_10.jpeg,값
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_11.jpeg,갓
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_12.jpeg,갔
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_13.jpeg,강
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_14.jpeg,갖
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_15.jpeg,갗
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_16.jpeg,같
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_17.jpeg,갚
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_18.jpeg,갛
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_19.jpeg,개
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_20.jpeg,객
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_21.jpeg,갠
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_22.jpeg,갤
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_23.jpeg,갬
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_24.jpeg,갭
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_25.jpeg,갯
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_26.jpeg,갰
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_27.jpeg,갱
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_28.jpeg,갸
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_29.jpeg,갹
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_30.jpeg,갼
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_31.jpeg,걀
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_32.jpeg,걋
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_33.jpeg,걍
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_34.jpeg,걔
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_35.jpeg,걘
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_36.jpeg,걜
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_37.jpeg,거
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_38.jpeg,걱
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_39.jpeg,건
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_40.jpeg,걷
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_41.jpeg,걸
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_42.jpeg,걺
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_43.jpeg,검
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_44.jpeg,겁
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_45.jpeg,것
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_46.jpeg,겄
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_47.jpeg,겅
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_48.jpeg,겆
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_49.jpeg,겉
/Users/patrick/Desktop/HangulRecognition/tools/../image-data/hangul-images/hangul_50.jpeg,겊
